time,Installation and Configuration,Data Collection,Data Processing,Operation and Maintenance
2019/11/21 15:11,0,0,0.937781394,0.05653803
2019/11/21 15:44,0,0,0.966002464,0
2019/11/21 17:29,0,0,0.997160196,0
2019/11/22 1:50,0,0,0.986340165,0
2019/11/22 20:25,0,0,0.991830438,0
2019/11/25 14:15,0.297503889,0,0.698397487,0
2019/11/25 15:17,0,0,0.803423822,0.1898025
2019/11/25 19:22,0,0.268033206,0.727386951,0
2019/11/27 5:04,0.194485351,0,0.427043289,0.3696073
2019/11/27 19:20,0,0,0.994046777,0
2019/11/29 11:57,0.78633595,0,0.199821189,0
2019/11/29 15:32,0,0.223988086,0.767493725,0
2019/12/1 13:41,0,0.049889028,0.770385981,0.17663725
2019/12/3 9:31,0.149378881,0,0.842742443,0
2019/12/9 21:21,0,0,0.990438014,0
2019/12/16 9:17,0.41617471,0.57102567,0,0
2019/12/19 12:57,0.112705275,0,0.606968045,0.27276626
2019/12/19 14:44,0.269784629,0,0.2653898,0.45569718
2019/12/23 16:20,0,0,0.994618714,0
2019/12/30 11:48,0,0.522756398,0.469284654,0
2020/1/3 3:12,0,0,0.586932302,0.4034298
2020/1/4 18:32,0,0,0.993988633,0
2020/1/4 23:49,0,0,0.331877798,0.6628279
2020/1/8 16:40,0.014125419,0,0.983076036,0
2020/1/9 17:02,0,0.42348814,0.571088605,0
2020/1/9 19:40,0,0,0.98163116,0
2020/1/9 22:12,0,0,0.98741585,0
2020/1/10 18:04,0,0.349829257,0.645103872,0
2020/1/13 11:10,0,0.102498896,0,0.8908705
2020/1/14 16:37,0,0.712304771,0.276510954,0
2020/1/14 23:40,0,0,0.551083744,0.44162974
2020/1/15 11:38,0,0,0.99021396,0
2020/1/17 12:14,0.833883286,0,0.159065008,0
2020/1/18 12:52,0,0,0.989497602,0
2020/1/20 12:16,0,0.988991082,0,0
2020/1/21 16:01,0,0,0.989828378,0
2020/1/22 16:08,0,0.038448025,0.958569631,0
2020/1/23 1:16,0,0,0.99304238,0
2020/1/23 16:31,0,0,0,0.99140954
2020/1/24 13:00,0,0.984930754,0,0
2020/1/24 13:08,0.711543322,0.282006264,0,0
2020/1/24 15:35,0.751865625,0.244528636,0,0
2020/1/24 17:28,0.625346661,0.242068216,0.128674448,0
2020/1/27 6:15,0,0,0.9915016,0
2020/1/28 15:34,0,0,0.982630432,0
2020/1/28 21:41,0,0,0.99562085,0
2020/1/30 20:47,0,0,0.992529839,0
2020/1/30 21:49,0,0,0.981506646,0
2020/1/31 7:15,0.395186543,0.04346386,0.554005086,0
2020/2/4 6:15,0,0,0.996888936,0
2020/2/4 23:02,0,0.348499238,0.234248206,0.41198713
2020/2/6 15:45,0,0.996409237,0,0
2020/2/6 17:24,0.082221255,0,0.915663898,0
2020/2/7 9:42,0,0,0.693516612,0.29800472
2020/2/10 20:50,0,0,0.995974004,0
2020/2/12 1:58,0,0.054153364,0.868932724,0.0695617
2020/2/13 11:45,0.983187914,0,0,0
2020/2/13 21:01,0,0,0.99307245,0
2020/2/14 3:29,0.504126906,0.480639875,0,0
2020/2/14 13:42,0,0,0.984332025,0
2020/2/15 18:43,0,0,0.987416685,0
2020/2/17 16:44,0,0,0.982208908,0
2020/2/19 14:28,0,0.230505526,0.76253204,0
2020/2/21 17:55,0.757255673,0,0,0.22873335
2020/2/25 9:29,0.059817791,0,0.689444661,0.24806795
2020/2/25 15:16,0.568051279,0,0.417607039,0
2020/2/26 7:17,0,0,0.983273685,0
2020/2/27 20:42,0,0,0.995948076,0
2020/2/28 6:27,0,0.57307386,0.425485492,0
2020/3/5 18:29,0.078588203,0,0.90579766,0
2020/3/5 22:31,0,0,0.994958401,0
2020/3/8 8:21,0,0,0.991636932,0
2020/3/10 10:13,0.979534566,0,0,0
2020/3/11 10:12,0,0,0.993892729,0
2020/3/11 13:48,0,0.458193868,0.535005748,0
2020/3/11 18:45,0,0,0.984727561,0
2020/3/11 22:45,0,0.481231183,0.510922275,0
2020/3/12 0:01,0.26880008,0.595881701,0.119677,0
2020/3/12 11:27,0,0,0,0.99534535
2020/3/16 19:03,0,0,0.891275562,0.104149185
2020/3/16 22:34,0.294164002,0.377944112,0.314928979,0
2020/3/16 23:49,0,0,0.617817819,0.377465
2020/3/17 0:00,0,0,0.988426387,0
2020/3/17 15:12,0,0,0,0.9734673
2020/3/17 20:31,0,0,0.991577566,0
2020/3/18 19:27,0,0,0.983524323,0
2020/3/20 14:21,0.532235146,0,0.461635321,0
2020/3/22 19:43,0,0,0.988056839,0
2020/3/22 22:53,0.524357677,0,0.469005704,0
2020/3/23 3:04,0,0,0.988425493,0
2020/3/23 4:06,0.164412871,0.472744316,0.358310342,0
2020/3/24 3:19,0,0,0.994122118,0
2020/3/26 8:06,0.68909645,0,0.30627374,0
2020/3/26 11:41,0,0,0.993504822,0
2020/3/26 16:46,0,0,0.993891358,0
2020/3/27 9:36,0,0,0.985730708,0
2020/3/31 16:15,0,0,0.979133785,0
2020/4/2 21:11,0,0.49903488,0.496909544,0
2020/4/4 15:20,0,0,0.997227155,0
2020/4/6 17:41,0.083055377,0,0.445321918,0.46406156
